merchant_name,merchant_category,city,state
Gas Agency 1622,Utilities,Hyderabad,Telangana
Apollo Pharmacy 1623,Pharmacy,Indore,Madhya Pradesh
D-Mart 1624,Supermarket,Jaipur,Rajasthan
Gas Agency 1625,Utilities,Kochi,Kerala
Electricity Board 1626,Utilities,Nagpur,Maharashtra
PVR 1627,Entertainment,Ahmedabad,Gujarat
Big Bazaar 1628,Supermarket,Pune,Maharashtra
Wellness Forever 1629,Pharmacy,Kanpur,Uttar Pradesh
Wellness Forever 1630,Pharmacy,Kochi,Kerala
Amazon 1631,Shopping,Nagpur,Maharashtra
McDonald's 1632,Restaurant,Indore,Madhya Pradesh
Electricity Board 1633,Utilities,Lucknow,Uttar Pradesh
IRCTC 1634,Travel,Chennai,Tamil Nadu
PVR 1635,Entertainment,Bengaluru,Karnataka
Water Supply 1636,Utilities,Mumbai,Maharashtra
Indian Oil 1637,Fuel,Bengaluru,Karnataka
Gas Agency 1638,Utilities,Kanpur,Uttar Pradesh
Lifestyle 1639,Fashion,Chennai,Tamil Nadu
Meesho 1640,Shopping,Gurgaon,Haryana
Zudio 1641,Fashion,Lucknow,Uttar Pradesh
Croma 1642,Electronics,Bengaluru,Karnataka
Water Supply 1643,Utilities,Gurgaon,Haryana
Indian Oil 1644,Fuel,Delhi,Delhi
HP Petrol Pump 1645,Fuel,Delhi,Delhi
Vijay Sales 1646,Electronics,Delhi,Delhi
Starbucks 1647,Cafe,Ahmedabad,Gujarat
Big Bazaar 1648,Supermarket,Pune,Maharashtra
Starbucks 1649,Cafe,Ahmedabad,Gujarat
Apollo Pharmacy 1650,Pharmacy,Chandigarh,Punjab
BookMyShow 1651,Entertainment,Jaipur,Rajasthan
Zudio 1652,Fashion,Lucknow,Uttar Pradesh
Meesho 1653,Shopping,Delhi,Delhi
Starbucks 1654,Cafe,Gurgaon,Haryana
Apollo Pharmacy 1655,Pharmacy,Ahmedabad,Gujarat
Medanta 1656,Hospital,Indore,Madhya Pradesh
INOX 1657,Entertainment,Delhi,Delhi
Croma 1658,Electronics,Kochi,Kerala
Zudio 1659,Fashion,Mumbai,Maharashtra
Zudio 1660,Fashion,Surat,Gujarat
Indian Oil 1661,Fuel,Kanpur,Uttar Pradesh
Cafe Coffee Day 1662,Cafe,Chennai,Tamil Nadu
HP Petrol Pump 1663,Fuel,Kochi,Kerala
Max Fashion 1664,Fashion,Chandigarh,Punjab
Goibibo 1665,Travel,Ahmedabad,Gujarat
Cafe Coffee Day 1666,Cafe,Kanpur,Uttar Pradesh
MedPlus 1667,Pharmacy,Jaipur,Rajasthan
Gas Agency 1668,Utilities,Nagpur,Maharashtra
Flipkart 1669,Shopping,Kanpur,Uttar Pradesh
Flipkart 1670,Shopping,Gurgaon,Haryana
Myntra 1671,Shopping,Noida,Uttar Pradesh
Spencer's 1672,Supermarket,Bhopal,Madhya Pradesh
Pantaloons 1673,Fashion,Pune,Maharashtra
Apollo Hospital 1674,Hospital,Lucknow,Uttar Pradesh
BookMyShow 1675,Entertainment,Indore,Madhya Pradesh
Gas Agency 1676,Utilities,Bhopal,Madhya Pradesh
BookMyShow 1677,Entertainment,Jaipur,Rajasthan
Reliance Digital 1678,Electronics,Chandigarh,Punjab
Meesho 1679,Shopping,Lucknow,Uttar Pradesh
KFC 1680,Restaurant,Chandigarh,Punjab
Electricity Board 1681,Utilities,Surat,Gujarat
Bharat Petroleum 1682,Fuel,Lucknow,Uttar Pradesh
Fortis 1683,Hospital,Chennai,Tamil Nadu
Flipkart 1684,Shopping,Patna,Bihar
Croma 1685,Electronics,Delhi,Delhi
Electricity Board 1686,Utilities,Nagpur,Maharashtra
Pizza Hut 1687,Restaurant,Ahmedabad,Gujarat
Wellness Forever 1688,Pharmacy,Delhi,Delhi
McDonald's 1689,Restaurant,Nagpur,Maharashtra
Indian Oil 1690,Fuel,Bengaluru,Karnataka
Starbucks 1691,Cafe,Ahmedabad,Gujarat
Wellness Forever 1692,Pharmacy,Delhi,Delhi
Wellness Forever 1693,Pharmacy,Lucknow,Uttar Pradesh
PVR 1694,Entertainment,Hyderabad,Telangana
Barista 1695,Cafe,Gurgaon,Haryana
D-Mart 1696,Supermarket,Lucknow,Uttar Pradesh
PVR 1697,Entertainment,Noida,Uttar Pradesh
MakeMyTrip 1698,Travel,Surat,Gujarat
KFC 1699,Restaurant,Kolkata,West Bengal
Big Bazaar 1700,Supermarket,Kolkata,West Bengal
Pantaloons 1701,Fashion,Gurgaon,Haryana
Max Hospital 1702,Hospital,Indore,Madhya Pradesh
Apollo Hospital 1703,Hospital,Chandigarh,Punjab
BookMyShow 1704,Entertainment,Kochi,Kerala
BookMyShow 1705,Entertainment,Jaipur,Rajasthan
Electricity Board 1706,Utilities,Noida,Uttar Pradesh
Cafe Coffee Day 1707,Cafe,Mumbai,Maharashtra
HP Petrol Pump 1708,Fuel,Patna,Bihar
Electricity Board 1709,Utilities,Mumbai,Maharashtra
Gas Agency 1710,Utilities,Jaipur,Rajasthan
D-Mart 1711,Supermarket,Lucknow,Uttar Pradesh
Pizza Hut 1712,Restaurant,Mumbai,Maharashtra
Yatra 1713,Travel,Noida,Uttar Pradesh
Lifestyle 1714,Fashion,Hyderabad,Telangana
Reliance Fresh 1715,Supermarket,Patna,Bihar
More 1716,Supermarket,Kochi,Kerala
INOX 1717,Entertainment,Lucknow,Uttar Pradesh
Flipkart 1718,Shopping,Bhopal,Madhya Pradesh
KFC 1719,Restaurant,Patna,Bihar
Meesho 1720,Shopping,Mumbai,Maharashtra
Gas Agency 1721,Utilities,Kochi,Kerala
Shell 1722,Fuel,Surat,Gujarat
BookMyShow 1723,Entertainment,Delhi,Delhi
Burger King 1724,Restaurant,Jaipur,Rajasthan
Barista 1725,Cafe,Lucknow,Uttar Pradesh
Barista 1726,Cafe,Kanpur,Uttar Pradesh
D-Mart 1727,Supermarket,Chandigarh,Punjab
MakeMyTrip 1728,Travel,Chandigarh,Punjab
Pantaloons 1729,Fashion,Chennai,Tamil Nadu
Cafe Coffee Day 1730,Cafe,Jaipur,Rajasthan
Max Fashion 1731,Fashion,Kanpur,Uttar Pradesh
Electricity Board 1732,Utilities,Surat,Gujarat
Yatra 1733,Travel,Chennai,Tamil Nadu
Big Bazaar 1734,Supermarket,Mumbai,Maharashtra
Wellness Forever 1735,Pharmacy,Nagpur,Maharashtra
Myntra 1736,Shopping,Kolkata,West Bengal
Yatra 1737,Travel,Nagpur,Maharashtra
INOX 1738,Entertainment,Bengaluru,Karnataka
Flipkart 1739,Shopping,Jaipur,Rajasthan
Apollo Pharmacy 1740,Pharmacy,Mumbai,Maharashtra
Goibibo 1741,Travel,Hyderabad,Telangana
Ajio 1742,Shopping,Bengaluru,Karnataka
Shell 1743,Fuel,Chandigarh,Punjab
Electricity Board 1744,Utilities,Ahmedabad,Gujarat
Burger King 1745,Restaurant,Delhi,Delhi
Electricity Board 1746,Utilities,Kanpur,Uttar Pradesh
Croma 1747,Electronics,Chandigarh,Punjab
Westside 1748,Fashion,Ahmedabad,Gujarat
Flipkart 1749,Shopping,Kanpur,Uttar Pradesh
HP Petrol Pump 1750,Fuel,Ahmedabad,Gujarat
Yatra 1751,Travel,Bhopal,Madhya Pradesh
Starbucks 1752,Cafe,Patna,Bihar
Domino's 1753,Restaurant,Gurgaon,Haryana
Westside 1754,Fashion,Hyderabad,Telangana
Water Supply 1755,Utilities,Kanpur,Uttar Pradesh
Reliance Digital 1756,Electronics,Gurgaon,Haryana
Medanta 1757,Hospital,Pune,Maharashtra
McDonald's 1758,Restaurant,Pune,Maharashtra
MakeMyTrip 1759,Travel,Kochi,Kerala
Meesho 1760,Shopping,Mumbai,Maharashtra
Croma 1761,Electronics,Kanpur,Uttar Pradesh
Barista 1762,Cafe,Chandigarh,Punjab
Yatra 1763,Travel,Nagpur,Maharashtra
Wellness Forever 1764,Pharmacy,Kanpur,Uttar Pradesh
Yatra 1765,Travel,Gurgaon,Haryana
Starbucks 1766,Cafe,Bhopal,Madhya Pradesh
Vijay Sales 1767,Electronics,Jaipur,Rajasthan
Myntra 1768,Shopping,Nagpur,Maharashtra
Yatra 1769,Travel,Ahmedabad,Gujarat
Water Supply 1770,Utilities,Hyderabad,Telangana
Reliance Fresh 1771,Supermarket,Kochi,Kerala
Max Hospital 1772,Hospital,Surat,Gujarat
Shell 1773,Fuel,Patna,Bihar
PVR 1774,Entertainment,Kolkata,West Bengal
Reliance Digital 1775,Electronics,Pune,Maharashtra
IRCTC 1776,Travel,Pune,Maharashtra
Domino's 1777,Restaurant,Nagpur,Maharashtra
PVR 1778,Entertainment,Kolkata,West Bengal
Fortis 1779,Hospital,Ahmedabad,Gujarat
Bharat Petroleum 1780,Fuel,Indore,Madhya Pradesh
Shell 1781,Fuel,Jaipur,Rajasthan
MedPlus 1782,Pharmacy,Kolkata,West Bengal
Wellness Forever 1783,Pharmacy,Surat,Gujarat
PVR 1784,Entertainment,Kanpur,Uttar Pradesh
D-Mart 1785,Supermarket,Indore,Madhya Pradesh
More 1786,Supermarket,Delhi,Delhi
IRCTC 1787,Travel,Indore,Madhya Pradesh
Gas Agency 1788,Utilities,Noida,Uttar Pradesh
Goibibo 1789,Travel,Kanpur,Uttar Pradesh
Apollo Pharmacy 1790,Pharmacy,Pune,Maharashtra
Reliance Digital 1791,Electronics,Kolkata,West Bengal
Gas Agency 1792,Utilities,Noida,Uttar Pradesh
Reliance Digital 1793,Electronics,Pune,Maharashtra
Starbucks 1794,Cafe,Pune,Maharashtra
BookMyShow 1795,Entertainment,Ahmedabad,Gujarat
PVR 1796,Entertainment,Pune,Maharashtra
PVR 1797,Entertainment,Kochi,Kerala
Goibibo 1798,Travel,Chennai,Tamil Nadu
BookMyShow 1799,Entertainment,Noida,Uttar Pradesh
Burger King 1800,Restaurant,Gurgaon,Haryana
Lifestyle 1801,Fashion,Noida,Uttar Pradesh
IRCTC 1802,Travel,Mumbai,Maharashtra
Wellness Forever 1803,Pharmacy,Noida,Uttar Pradesh
Spencer's 1804,Supermarket,Surat,Gujarat
IRCTC 1805,Travel,Nagpur,Maharashtra
Gas Agency 1806,Utilities,Jaipur,Rajasthan
PVR 1807,Entertainment,Bhopal,Madhya Pradesh
Barista 1808,Cafe,Surat,Gujarat
Max Fashion 1809,Fashion,Mumbai,Maharashtra
Gas Agency 1810,Utilities,Patna,Bihar
PVR 1811,Entertainment,Gurgaon,Haryana
Max Hospital 1812,Hospital,Patna,Bihar
D-Mart 1813,Supermarket,Kolkata,West Bengal
Apollo Hospital 1814,Hospital,Hyderabad,Telangana
Yatra 1815,Travel,Mumbai,Maharashtra
INOX 1816,Entertainment,Bengaluru,Karnataka
Amazon 1817,Shopping,Lucknow,Uttar Pradesh
Vijay Sales 1818,Electronics,Bhopal,Madhya Pradesh
Domino's 1819,Restaurant,Kochi,Kerala
Apollo Pharmacy 1820,Pharmacy,Indore,Madhya Pradesh
McDonald's 1821,Restaurant,Pune,Maharashtra
Flipkart 1822,Shopping,Noida,Uttar Pradesh
Pizza Hut 1823,Restaurant,Bhopal,Madhya Pradesh
Barista 1824,Cafe,Bhopal,Madhya Pradesh
Myntra 1825,Shopping,Noida,Uttar Pradesh
MedPlus 1826,Pharmacy,Mumbai,Maharashtra
BookMyShow 1827,Entertainment,Lucknow,Uttar Pradesh
Lifestyle 1828,Fashion,Jaipur,Rajasthan
Big Bazaar 1829,Supermarket,Delhi,Delhi
Zudio 1830,Fashion,Kochi,Kerala
Pizza Hut 1831,Restaurant,Patna,Bihar
Flipkart 1832,Shopping,Delhi,Delhi
Indian Oil 1833,Fuel,Ahmedabad,Gujarat
Vijay Sales 1834,Electronics,Kolkata,West Bengal
Gas Agency 1835,Utilities,Jaipur,Rajasthan
Ajio 1836,Shopping,Surat,Gujarat
IRCTC 1837,Travel,Pune,Maharashtra
MedPlus 1838,Pharmacy,Pune,Maharashtra
Myntra 1839,Shopping,Nagpur,Maharashtra
Big Bazaar 1840,Supermarket,Ahmedabad,Gujarat
Yatra 1841,Travel,Bhopal,Madhya Pradesh
Burger King 1842,Restaurant,Ahmedabad,Gujarat
Indian Oil 1843,Fuel,Indore,Madhya Pradesh
Electricity Board 1844,Utilities,Surat,Gujarat
Water Supply 1845,Utilities,Patna,Bihar
Cafe Coffee Day 1846,Cafe,Kochi,Kerala
Indian Oil 1847,Fuel,Hyderabad,Telangana
Flipkart 1848,Shopping,Mumbai,Maharashtra
Flipkart 1849,Shopping,Ahmedabad,Gujarat
Pizza Hut 1850,Restaurant,Jaipur,Rajasthan
Medanta 1851,Hospital,Bhopal,Madhya Pradesh
Big Bazaar 1852,Supermarket,Noida,Uttar Pradesh
Max Hospital 1853,Hospital,Lucknow,Uttar Pradesh
PVR 1854,Entertainment,Pune,Maharashtra
Fortis 1855,Hospital,Surat,Gujarat
PVR 1856,Entertainment,Jaipur,Rajasthan
Water Supply 1857,Utilities,Chennai,Tamil Nadu
Reliance Fresh 1858,Supermarket,Chennai,Tamil Nadu
Water Supply 1859,Utilities,Jaipur,Rajasthan
Ajio 1860,Shopping,Kochi,Kerala
Amazon 1861,Shopping,Hyderabad,Telangana
Myntra 1862,Shopping,Mumbai,Maharashtra
Max Fashion 1863,Fashion,Jaipur,Rajasthan
Barista 1864,Cafe,Nagpur,Maharashtra
Domino's 1865,Restaurant,Mumbai,Maharashtra
Amazon 1866,Shopping,Hyderabad,Telangana
Meesho 1867,Shopping,Gurgaon,Haryana
Vijay Sales 1868,Electronics,Pune,Maharashtra
Spencer's 1869,Supermarket,Gurgaon,Haryana
BookMyShow 1870,Entertainment,Pune,Maharashtra
Starbucks 1871,Cafe,Jaipur,Rajasthan
Max Hospital 1872,Hospital,Kanpur,Uttar Pradesh
Apollo Pharmacy 1873,Pharmacy,Bengaluru,Karnataka
MedPlus 1874,Pharmacy,Nagpur,Maharashtra
MedPlus 1875,Pharmacy,Chandigarh,Punjab
Croma 1876,Electronics,Pune,Maharashtra
INOX 1877,Entertainment,Chennai,Tamil Nadu
Amazon 1878,Shopping,Ahmedabad,Gujarat
Spencer's 1879,Supermarket,Ahmedabad,Gujarat
Barista 1880,Cafe,Nagpur,Maharashtra
Vijay Sales 1881,Electronics,Ahmedabad,Gujarat
Domino's 1882,Restaurant,Lucknow,Uttar Pradesh
Indian Oil 1883,Fuel,Indore,Madhya Pradesh
Domino's 1884,Restaurant,Indore,Madhya Pradesh
Barista 1885,Cafe,Mumbai,Maharashtra
Meesho 1886,Shopping,Patna,Bihar
Max Hospital 1887,Hospital,Mumbai,Maharashtra
HP Petrol Pump 1888,Fuel,Pune,Maharashtra
Meesho 1889,Shopping,Noida,Uttar Pradesh
Gas Agency 1890,Utilities,Jaipur,Rajasthan
McDonald's 1891,Restaurant,Lucknow,Uttar Pradesh
Pantaloons 1892,Fashion,Lucknow,Uttar Pradesh
Water Supply 1893,Utilities,Pune,Maharashtra
Vijay Sales 1894,Electronics,Chennai,Tamil Nadu
Apollo Pharmacy 1895,Pharmacy,Chennai,Tamil Nadu
Reliance Fresh 1896,Supermarket,Nagpur,Maharashtra
Fortis 1897,Hospital,Patna,Bihar
Shell 1898,Fuel,Delhi,Delhi
INOX 1899,Entertainment,Hyderabad,Telangana
Cafe Coffee Day 1900,Cafe,Nagpur,Maharashtra
Starbucks 1901,Cafe,Indore,Madhya Pradesh
BookMyShow 1902,Entertainment,Kochi,Kerala
MakeMyTrip 1903,Travel,Mumbai,Maharashtra
Reliance Digital 1904,Electronics,Patna,Bihar
Amazon 1905,Shopping,Nagpur,Maharashtra
Electricity Board 1906,Utilities,Noida,Uttar Pradesh
IRCTC 1907,Travel,Chandigarh,Punjab
MakeMyTrip 1908,Travel,Chennai,Tamil Nadu
BookMyShow 1909,Entertainment,Surat,Gujarat
Wellness Forever 1910,Pharmacy,Jaipur,Rajasthan
Yatra 1911,Travel,Kolkata,West Bengal
IRCTC 1912,Travel,Nagpur,Maharashtra
Max Hospital 1913,Hospital,Kochi,Kerala
IRCTC 1914,Travel,Kochi,Kerala
MakeMyTrip 1915,Travel,Delhi,Delhi
Bharat Petroleum 1916,Fuel,Noida,Uttar Pradesh
BookMyShow 1917,Entertainment,Hyderabad,Telangana
MedPlus 1918,Pharmacy,Hyderabad,Telangana
MedPlus 1919,Pharmacy,Bhopal,Madhya Pradesh
Spencer's 1920,Supermarket,Chennai,Tamil Nadu
Medanta 1921,Hospital,Ahmedabad,Gujarat
Gas Agency 1922,Utilities,Indore,Madhya Pradesh
Max Fashion 1923,Fashion,Bengaluru,Karnataka
Wellness Forever 1924,Pharmacy,Kolkata,West Bengal
Domino's 1925,Restaurant,Delhi,Delhi
KFC 1926,Restaurant,Jaipur,Rajasthan
Apollo Pharmacy 1927,Pharmacy,Jaipur,Rajasthan
Goibibo 1928,Travel,Kochi,Kerala
Bharat Petroleum 1929,Fuel,Kochi,Kerala
McDonald's 1930,Restaurant,Chennai,Tamil Nadu
Myntra 1931,Shopping,Kolkata,West Bengal
Fortis 1932,Hospital,Bhopal,Madhya Pradesh
Cafe Coffee Day 1933,Cafe,Noida,Uttar Pradesh
Big Bazaar 1934,Supermarket,Gurgaon,Haryana
Medanta 1935,Hospital,Gurgaon,Haryana
PVR 1936,Entertainment,Delhi,Delhi
Burger King 1937,Restaurant,Chandigarh,Punjab
Water Supply 1938,Utilities,Kolkata,West Bengal
Barista 1939,Cafe,Kochi,Kerala
McDonald's 1940,Restaurant,Patna,Bihar
Ajio 1941,Shopping,Pune,Maharashtra
Pizza Hut 1942,Restaurant,Lucknow,Uttar Pradesh
D-Mart 1943,Supermarket,Bhopal,Madhya Pradesh
Fortis 1944,Hospital,Kochi,Kerala
Water Supply 1945,Utilities,Indore,Madhya Pradesh
Domino's 1946,Restaurant,Bhopal,Madhya Pradesh
Gas Agency 1947,Utilities,Lucknow,Uttar Pradesh
Apollo Pharmacy 1948,Pharmacy,Lucknow,Uttar Pradesh
McDonald's 1949,Restaurant,Hyderabad,Telangana
Barista 1950,Cafe,Jaipur,Rajasthan
Vijay Sales 1951,Electronics,Surat,Gujarat
PVR 1952,Entertainment,Surat,Gujarat
IRCTC 1953,Travel,Chandigarh,Punjab
Vijay Sales 1954,Electronics,Chandigarh,Punjab
BookMyShow 1955,Entertainment,Kanpur,Uttar Pradesh
Reliance Digital 1956,Electronics,Noida,Uttar Pradesh
Bharat Petroleum 1957,Fuel,Patna,Bihar
Goibibo 1958,Travel,Pune,Maharashtra
Westside 1959,Fashion,Noida,Uttar Pradesh
Water Supply 1960,Utilities,Pune,Maharashtra
BookMyShow 1961,Entertainment,Gurgaon,Haryana
PVR 1962,Entertainment,Kochi,Kerala
Croma 1963,Electronics,Indore,Madhya Pradesh
Zudio 1964,Fashion,Lucknow,Uttar Pradesh
Ajio 1965,Shopping,Bengaluru,Karnataka
Wellness Forever 1966,Pharmacy,Gurgaon,Haryana
KFC 1967,Restaurant,Mumbai,Maharashtra
Shell 1968,Fuel,Kolkata,West Bengal
Water Supply 1969,Utilities,Gurgaon,Haryana
Domino's 1970,Restaurant,Kanpur,Uttar Pradesh
Ajio 1971,Shopping,Chandigarh,Punjab
Amazon 1972,Shopping,Ahmedabad,Gujarat
Bharat Petroleum 1973,Fuel,Jaipur,Rajasthan
Gas Agency 1974,Utilities,Patna,Bihar
Meesho 1975,Shopping,Patna,Bihar
Barista 1976,Cafe,Jaipur,Rajasthan
HP Petrol Pump 1977,Fuel,Lucknow,Uttar Pradesh
Goibibo 1978,Travel,Mumbai,Maharashtra
Medanta 1979,Hospital,Delhi,Delhi
KFC 1980,Restaurant,Pune,Maharashtra
Electricity Board 1981,Utilities,Ahmedabad,Gujarat
Myntra 1982,Shopping,Chennai,Tamil Nadu
Wellness Forever 1983,Pharmacy,Noida,Uttar Pradesh
Pizza Hut 1984,Restaurant,Indore,Madhya Pradesh
Goibibo 1985,Travel,Kolkata,West Bengal
Wellness Forever 1986,Pharmacy,Lucknow,Uttar Pradesh
MakeMyTrip 1987,Travel,Nagpur,Maharashtra
Croma 1988,Electronics,Chandigarh,Punjab
MedPlus 1989,Pharmacy,Gurgaon,Haryana
Amazon 1990,Shopping,Jaipur,Rajasthan
BookMyShow 1991,Entertainment,Kochi,Kerala
IRCTC 1992,Travel,Nagpur,Maharashtra
Zudio 1993,Fashion,Delhi,Delhi
Westside 1994,Fashion,Bhopal,Madhya Pradesh
HP Petrol Pump 1995,Fuel,Hyderabad,Telangana
BookMyShow 1996,Entertainment,Gurgaon,Haryana
Wellness Forever 1997,Pharmacy,Surat,Gujarat
Electricity Board 1998,Utilities,Bhopal,Madhya Pradesh
Myntra 1999,Shopping,Mumbai,Maharashtra
Spencer's 2000,Supermarket,Pune,Maharashtra
Max Fashion 2001,Fashion,Gurgaon,Haryana
IRCTC 2002,Travel,Noida,Uttar Pradesh
KFC 2003,Restaurant,Kochi,Kerala
Amazon 2004,Shopping,Kolkata,West Bengal
Medanta 2005,Hospital,Pune,Maharashtra
Indian Oil 2006,Fuel,Noida,Uttar Pradesh
Apollo Hospital 2007,Hospital,Nagpur,Maharashtra
Bharat Petroleum 2008,Fuel,Gurgaon,Haryana
Gas Agency 2009,Utilities,Nagpur,Maharashtra
Barista 2010,Cafe,Delhi,Delhi
Apollo Pharmacy 2011,Pharmacy,Nagpur,Maharashtra
Electricity Board 2012,Utilities,Indore,Madhya Pradesh
Croma 2013,Electronics,Bhopal,Madhya Pradesh
Apollo Hospital 2014,Hospital,Ahmedabad,Gujarat
Indian Oil 2015,Fuel,Patna,Bihar
Reliance Fresh 2016,Supermarket,Kochi,Kerala
Reliance Digital 2017,Electronics,Bhopal,Madhya Pradesh
Apollo Hospital 2018,Hospital,Surat,Gujarat
Medanta 2019,Hospital,Mumbai,Maharashtra
Pizza Hut 2020,Restaurant,Ahmedabad,Gujarat
Barista 2021,Cafe,Jaipur,Rajasthan
McDonald's 2022,Restaurant,Kolkata,West Bengal
Starbucks 2023,Cafe,Bhopal,Madhya Pradesh
Burger King 2024,Restaurant,Chennai,Tamil Nadu
Croma 2025,Electronics,Patna,Bihar
Medanta 2026,Hospital,Bhopal,Madhya Pradesh
Yatra 2027,Travel,Bengaluru,Karnataka
Flipkart 2028,Shopping,Chandigarh,Punjab
Cafe Coffee Day 2029,Cafe,Patna,Bihar
Starbucks 2030,Cafe,Kochi,Kerala
Croma 2031,Electronics,Indore,Madhya Pradesh
BookMyShow 2032,Entertainment,Delhi,Delhi
Max Fashion 2033,Fashion,Indore,Madhya Pradesh
Meesho 2034,Shopping,Noida,Uttar Pradesh
McDonald's 2035,Restaurant,Bhopal,Madhya Pradesh
Spencer's 2036,Supermarket,Hyderabad,Telangana
Domino's 2037,Restaurant,Hyderabad,Telangana
BookMyShow 2038,Entertainment,Kochi,Kerala
Max Hospital 2039,Hospital,Jaipur,Rajasthan
McDonald's 2040,Restaurant,Noida,Uttar Pradesh
PVR 2041,Entertainment,Kochi,Kerala
Flipkart 2042,Shopping,Lucknow,Uttar Pradesh
Pizza Hut 2043,Restaurant,Bengaluru,Karnataka
Max Fashion 2044,Fashion,Nagpur,Maharashtra
Max Fashion 2045,Fashion,Ahmedabad,Gujarat
Lifestyle 2046,Fashion,Chennai,Tamil Nadu
Reliance Digital 2047,Electronics,Kanpur,Uttar Pradesh
Max Hospital 2048,Hospital,Kolkata,West Bengal
IRCTC 2049,Travel,Surat,Gujarat
Vijay Sales 2050,Electronics,Kanpur,Uttar Pradesh
Pizza Hut 2051,Restaurant,Bhopal,Madhya Pradesh
BookMyShow 2052,Entertainment,Kanpur,Uttar Pradesh
Myntra 2053,Shopping,Chandigarh,Punjab
Vijay Sales 2054,Electronics,Indore,Madhya Pradesh
Pantaloons 2055,Fashion,Pune,Maharashtra
Barista 2056,Cafe,Bhopal,Madhya Pradesh
Barista 2057,Cafe,Mumbai,Maharashtra
Wellness Forever 2058,Pharmacy,Mumbai,Maharashtra
MedPlus 2059,Pharmacy,Mumbai,Maharashtra
Croma 2060,Electronics,Jaipur,Rajasthan
Wellness Forever 2061,Pharmacy,Kolkata,West Bengal
Reliance Digital 2062,Electronics,Delhi,Delhi
Shell 2063,Fuel,Kolkata,West Bengal
Vijay Sales 2064,Electronics,Bhopal,Madhya Pradesh
D-Mart 2065,Supermarket,Pune,Maharashtra
Croma 2066,Electronics,Kolkata,West Bengal
Westside 2067,Fashion,Kolkata,West Bengal
Meesho 2068,Shopping,Jaipur,Rajasthan
Shell 2069,Fuel,Delhi,Delhi
Electricity Board 2070,Utilities,Kochi,Kerala
Vijay Sales 2071,Electronics,Gurgaon,Haryana
Pantaloons 2072,Fashion,Bhopal,Madhya Pradesh
Westside 2073,Fashion,Lucknow,Uttar Pradesh
More 2074,Supermarket,Kolkata,West Bengal
Reliance Digital 2075,Electronics,Lucknow,Uttar Pradesh
Max Fashion 2076,Fashion,Chennai,Tamil Nadu
Electricity Board 2077,Utilities,Kanpur,Uttar Pradesh
Gas Agency 2078,Utilities,Indore,Madhya Pradesh
IRCTC 2079,Travel,Lucknow,Uttar Pradesh
Water Supply 2080,Utilities,Noida,Uttar Pradesh
Big Bazaar 2081,Supermarket,Surat,Gujarat
Spencer's 2082,Supermarket,Lucknow,Uttar Pradesh
Wellness Forever 2083,Pharmacy,Hyderabad,Telangana
Big Bazaar 2084,Supermarket,Indore,Madhya Pradesh
Myntra 2085,Shopping,Kochi,Kerala
Shell 2086,Fuel,Mumbai,Maharashtra
Gas Agency 2087,Utilities,Nagpur,Maharashtra
McDonald's 2088,Restaurant,Chennai,Tamil Nadu
Reliance Digital 2089,Electronics,Patna,Bihar
Indian Oil 2090,Fuel,Kochi,Kerala
Fortis 2091,Hospital,Pune,Maharashtra
Barista 2092,Cafe,Patna,Bihar
Gas Agency 2093,Utilities,Patna,Bihar
Shell 2094,Fuel,Kochi,Kerala
Vijay Sales 2095,Electronics,Kochi,Kerala
Fortis 2096,Hospital,Chennai,Tamil Nadu
Electricity Board 2097,Utilities,Chandigarh,Punjab
Bharat Petroleum 2098,Fuel,Pune,Maharashtra
Vijay Sales 2099,Electronics,Lucknow,Uttar Pradesh
Domino's 2100,Restaurant,Indore,Madhya Pradesh
Wellness Forever 2101,Pharmacy,Delhi,Delhi
Water Supply 2102,Utilities,Hyderabad,Telangana
More 2103,Supermarket,Hyderabad,Telangana
Reliance Fresh 2104,Supermarket,Lucknow,Uttar Pradesh
Yatra 2105,Travel,Patna,Bihar
Burger King 2106,Restaurant,Gurgaon,Haryana
PVR 2107,Entertainment,Bengaluru,Karnataka
Westside 2108,Fashion,Gurgaon,Haryana
Starbucks 2109,Cafe,Patna,Bihar
Starbucks 2110,Cafe,Mumbai,Maharashtra
Reliance Fresh 2111,Supermarket,Surat,Gujarat
Flipkart 2112,Shopping,Surat,Gujarat
More 2113,Supermarket,Kanpur,Uttar Pradesh
Medanta 2114,Hospital,Kanpur,Uttar Pradesh
PVR 2115,Entertainment,Surat,Gujarat
Amazon 2116,Shopping,Mumbai,Maharashtra
Apollo Pharmacy 2117,Pharmacy,Bengaluru,Karnataka
Yatra 2118,Travel,Kochi,Kerala
Gas Agency 2119,Utilities,Mumbai,Maharashtra
Bharat Petroleum 2120,Fuel,Surat,Gujarat
Yatra 2121,Travel,Nagpur,Maharashtra
Apollo Pharmacy 2122,Pharmacy,Gurgaon,Haryana
D-Mart 2123,Supermarket,Ahmedabad,Gujarat
Barista 2124,Cafe,Hyderabad,Telangana
Indian Oil 2125,Fuel,Kanpur,Uttar Pradesh
Apollo Hospital 2126,Hospital,Chennai,Tamil Nadu
Lifestyle 2127,Fashion,Bengaluru,Karnataka
Pantaloons 2128,Fashion,Indore,Madhya Pradesh
Shell 2129,Fuel,Lucknow,Uttar Pradesh
Apollo Pharmacy 2130,Pharmacy,Mumbai,Maharashtra
