fraud_id,transaction_id,fraud_type,risk_score,detected_date,investigation_status
1473,466626,Suspicious Transfer,61,2025-06-12,Resolved
1474,89972,Suspicious Transfer,88,2026-03-21,Open
1475,62551,High Value Withdrawal,95,2025-12-05,Resolved
1476,27022,Duplicate Transaction,93,2026-01-08,Open
1477,192570,International Fraud,100,2025-02-06,Resolved
1478,331383,Identity Theft,90,2025-06-11,Under Investigation
1479,396345,Account Takeover,61,2026-05-27,Under Investigation
1480,347353,Suspicious Transfer,86,2025-10-05,Open
1481,332640,Card Skimming,100,2025-06-08,Resolved
1482,477018,Card Skimming,64,2026-05-20,Resolved
1483,398232,Phishing,74,2025-03-06,Open
1484,350494,International Fraud,82,2024-12-20,Closed
1485,201856,Fake Merchant,68,2025-01-26,Open
1486,44365,Card Skimming,70,2025-09-29,Closed
1487,419304,Card Skimming,89,2025-02-22,Closed
1488,436704,Money Laundering,85,2025-01-19,Under Investigation
1489,470785,Fake Merchant,67,2024-10-24,Resolved
1490,82578,Account Takeover,84,2026-02-03,Open
1491,156019,High Value Withdrawal,72,2025-10-09,Closed
1492,333527,Account Takeover,62,2026-04-03,Open
1493,175005,International Fraud,77,2025-09-28,Under Investigation
1494,261204,High Value Withdrawal,78,2026-01-10,Under Investigation
1495,80576,International Fraud,60,2025-12-30,Open
1496,200513,International Fraud,97,2025-08-17,Under Investigation
1497,450413,International Fraud,88,2024-09-09,Open
1498,299618,Suspicious Transfer,68,2025-01-02,Resolved
1499,357831,Money Laundering,89,2026-01-03,Open
1500,123601,Account Takeover,96,2024-09-20,Resolved
1501,378249,Suspicious Transfer,62,2025-04-21,Resolved
1502,124433,Card Skimming,76,2025-10-08,Resolved
1503,236063,Account Takeover,79,2026-01-19,Under Investigation
1504,273718,International Fraud,81,2024-10-20,Resolved
1505,125579,Fake Merchant,65,2024-09-29,Closed
1506,208234,Identity Theft,77,2024-10-13,Resolved
1507,302648,Identity Theft,60,2025-09-06,Closed
1508,110812,Phishing,85,2025-06-28,Closed
1509,453865,Phishing,74,2024-11-16,Closed
1510,481776,International Fraud,66,2026-03-24,Under Investigation
1511,353635,Phishing,94,2025-11-08,Open
1512,68197,Identity Theft,98,2025-02-13,Resolved
1513,253609,Card Skimming,97,2024-09-26,Closed
1514,136955,Fake Merchant,100,2025-01-28,Under Investigation
1515,229117,Account Takeover,71,2025-02-08,Under Investigation
1516,314279,High Value Withdrawal,70,2024-08-10,Under Investigation
1517,90576,International Fraud,80,2024-11-17,Closed
1518,197793,Identity Theft,68,2026-06-24,Closed
1519,70054,Phishing,63,2026-03-15,Closed
1520,169127,Account Takeover,67,2025-08-27,Closed
1521,215251,International Fraud,82,2025-08-15,Resolved
1522,471454,High Value Withdrawal,92,2025-12-27,Closed
1523,361136,Identity Theft,67,2024-08-29,Closed
1524,360378,Identity Theft,97,2026-05-24,Under Investigation
1525,185735,High Value Withdrawal,85,2026-04-28,Open
1526,184866,Duplicate Transaction,75,2025-10-14,Under Investigation
1527,186809,High Value Withdrawal,97,2026-01-28,Resolved
1528,421662,Duplicate Transaction,76,2026-01-03,Resolved
1529,485709,High Value Withdrawal,68,2025-09-07,Under Investigation
1530,214957,Fake Merchant,83,2025-12-01,Resolved
1531,449334,Account Takeover,81,2024-12-20,Resolved
1532,325254,International Fraud,99,2025-09-07,Resolved
1533,494927,Identity Theft,85,2026-02-04,Open
1534,383329,Card Skimming,70,2025-05-16,Resolved
1535,42495,Account Takeover,72,2025-08-14,Closed
1536,96353,Account Takeover,64,2026-02-14,Under Investigation
1537,378928,Duplicate Transaction,85,2025-04-04,Under Investigation
1538,490227,International Fraud,64,2024-09-09,Under Investigation
1539,5885,Phishing,60,2025-08-20,Resolved
1540,402739,Identity Theft,75,2025-01-30,Under Investigation
1541,390850,Identity Theft,73,2025-01-02,Resolved
1542,123838,Duplicate Transaction,73,2025-09-11,Closed
1543,420015,Money Laundering,76,2025-05-03,Resolved
1544,32573,Suspicious Transfer,77,2025-06-23,Closed
1545,463549,Suspicious Transfer,98,2025-07-27,Open
1546,252345,Phishing,81,2025-10-31,Open
1547,375476,Fake Merchant,62,2025-09-13,Open
1548,169664,Duplicate Transaction,90,2025-07-21,Closed
1549,80792,International Fraud,77,2024-09-24,Under Investigation
1550,269370,Identity Theft,83,2024-07-11,Resolved
1551,184681,Suspicious Transfer,100,2024-11-10,Closed
1552,66288,Duplicate Transaction,83,2026-03-12,Under Investigation
1553,171552,Identity Theft,65,2024-07-05,Under Investigation
1554,395833,Identity Theft,72,2025-01-12,Under Investigation
1555,193428,Suspicious Transfer,94,2025-12-01,Closed
1556,242108,Suspicious Transfer,93,2025-01-07,Closed
1557,495799,Phishing,95,2025-11-12,Closed
1558,106071,Suspicious Transfer,90,2025-01-11,Open
1559,5143,Card Skimming,78,2024-07-17,Closed
1560,46526,Card Skimming,96,2025-04-06,Closed
1561,57606,International Fraud,66,2024-11-29,Resolved
1562,139043,International Fraud,76,2025-11-03,Open
1563,469149,Fake Merchant,68,2025-03-13,Closed
1564,380725,Fake Merchant,99,2024-10-06,Open
1565,483065,Account Takeover,69,2026-03-10,Resolved
1566,287569,Account Takeover,61,2024-08-12,Open
1567,140946,Suspicious Transfer,93,2026-01-31,Open
1568,255351,Phishing,99,2025-01-30,Resolved
1569,350991,Card Skimming,87,2024-11-22,Open
1570,328202,Account Takeover,64,2025-10-30,Resolved
1571,251447,Duplicate Transaction,100,2025-06-21,Closed
1572,340244,Phishing,66,2025-07-01,Resolved
1573,139714,Suspicious Transfer,80,2025-09-26,Open
1574,50438,Fake Merchant,69,2025-01-05,Closed
1575,391308,Suspicious Transfer,91,2026-03-09,Open
1576,203340,Suspicious Transfer,88,2025-02-28,Under Investigation
1577,252050,Fake Merchant,85,2024-11-22,Resolved
1578,417453,Fake Merchant,78,2024-09-24,Resolved
1579,68458,Card Skimming,94,2024-12-08,Resolved
1580,182647,Fake Merchant,75,2024-08-30,Resolved
1581,359646,Card Skimming,83,2026-02-19,Open
1582,449530,Fake Merchant,79,2024-11-27,Open
1583,490191,Identity Theft,87,2025-12-23,Closed
1584,449642,Suspicious Transfer,63,2024-12-17,Under Investigation
1585,415926,High Value Withdrawal,61,2025-02-23,Under Investigation
1586,354698,Duplicate Transaction,75,2024-11-11,Resolved
1587,156068,Account Takeover,86,2025-01-08,Closed
1588,319507,International Fraud,62,2026-05-27,Under Investigation
1589,194969,Money Laundering,81,2025-06-13,Under Investigation
1590,442756,Account Takeover,76,2024-11-07,Resolved
1591,19480,Card Skimming,76,2024-07-29,Under Investigation
1592,172353,International Fraud,81,2026-05-02,Closed
1593,110713,Phishing,97,2025-10-29,Under Investigation
1594,72995,Suspicious Transfer,95,2024-09-06,Open
1595,46286,Duplicate Transaction,70,2026-03-05,Closed
1596,460323,Account Takeover,86,2024-09-14,Under Investigation
1597,27250,Money Laundering,94,2024-12-14,Under Investigation
1598,456220,Card Skimming,66,2025-07-05,Closed
1599,298184,Identity Theft,60,2026-05-17,Closed
1600,169461,Suspicious Transfer,70,2025-05-16,Open
1601,446588,Identity Theft,77,2026-04-20,Closed
1602,410037,Fake Merchant,61,2026-05-16,Resolved
1603,455443,Fake Merchant,94,2024-08-13,Resolved
1604,227065,Money Laundering,66,2025-02-15,Under Investigation
1605,331607,High Value Withdrawal,69,2026-02-11,Closed
1606,422431,Phishing,77,2025-09-04,Closed
1607,117910,Suspicious Transfer,60,2026-02-27,Under Investigation
1608,404530,Suspicious Transfer,83,2024-11-24,Resolved
1609,283460,Account Takeover,90,2025-10-07,Closed
1610,337455,Phishing,100,2024-09-22,Open
1611,393758,Account Takeover,82,2024-12-24,Open
1612,412256,Fake Merchant,94,2024-08-10,Resolved
1613,281521,Identity Theft,93,2025-07-09,Resolved
1614,337413,Phishing,60,2024-08-07,Open
1615,300103,Account Takeover,65,2024-08-01,Open
1616,422560,Account Takeover,99,2025-10-14,Resolved
1617,353871,Identity Theft,60,2025-06-07,Under Investigation
1618,485224,Identity Theft,64,2025-07-05,Resolved
1619,362749,High Value Withdrawal,80,2026-03-28,Resolved
1620,191928,Phishing,64,2026-04-15,Resolved
1621,339363,Fake Merchant,82,2025-10-10,Resolved
1622,241988,Money Laundering,96,2026-01-10,Resolved
1623,149012,Identity Theft,68,2026-03-31,Resolved
1624,122713,Suspicious Transfer,87,2024-12-15,Open
1625,56751,Identity Theft,61,2025-07-02,Under Investigation
1626,289774,Identity Theft,97,2024-08-10,Resolved
1627,92172,Duplicate Transaction,92,2024-10-18,Under Investigation
1628,203162,Phishing,67,2024-11-04,Resolved
1629,221211,Suspicious Transfer,60,2025-09-02,Resolved
1630,495726,Phishing,62,2024-11-29,Resolved
1631,308839,Identity Theft,95,2024-12-03,Open
1632,37667,Account Takeover,99,2026-02-28,Closed
1633,376057,High Value Withdrawal,83,2025-02-25,Open
1634,389658,Suspicious Transfer,73,2024-10-24,Under Investigation
1635,45412,Account Takeover,93,2024-09-07,Closed
1636,223214,Money Laundering,64,2024-09-15,Closed
1637,134915,Money Laundering,89,2025-08-13,Open
1638,252331,Money Laundering,85,2025-03-11,Under Investigation
1639,124617,Duplicate Transaction,72,2026-02-22,Resolved
1640,168428,Identity Theft,73,2025-06-11,Open
1641,44657,Suspicious Transfer,83,2025-05-08,Under Investigation
1642,197615,Account Takeover,72,2026-02-10,Closed
1643,470447,Card Skimming,90,2026-01-24,Open
1644,219164,Identity Theft,89,2026-01-09,Resolved
1645,239829,Identity Theft,61,2025-03-08,Resolved
1646,378997,High Value Withdrawal,97,2026-02-14,Under Investigation
1647,280157,Card Skimming,80,2025-09-09,Closed
1648,121506,Account Takeover,84,2024-12-29,Open
1649,121221,Duplicate Transaction,75,2025-08-09,Closed
1650,262291,International Fraud,65,2025-10-22,Under Investigation
1651,121482,Suspicious Transfer,85,2024-12-25,Resolved
1652,120838,International Fraud,76,2026-06-10,Resolved
1653,161230,Suspicious Transfer,97,2025-05-17,Open
1654,333671,Duplicate Transaction,93,2025-11-25,Resolved
1655,484553,High Value Withdrawal,98,2026-03-01,Open
1656,454125,High Value Withdrawal,98,2025-04-28,Under Investigation
1657,344370,Card Skimming,75,2024-09-10,Resolved
1658,73016,Fake Merchant,100,2026-01-20,Open
1659,353387,Money Laundering,79,2025-07-26,Open
1660,493854,Money Laundering,87,2026-05-17,Closed
1661,155144,Card Skimming,93,2025-12-15,Under Investigation
1662,108391,High Value Withdrawal,87,2025-05-27,Under Investigation
1663,33669,International Fraud,81,2025-03-12,Closed
1664,162774,International Fraud,65,2024-12-24,Resolved
1665,264964,Suspicious Transfer,66,2024-08-10,Open
1666,252702,Card Skimming,65,2025-03-29,Resolved
1667,303282,Money Laundering,79,2025-08-18,Under Investigation
1668,321263,Money Laundering,96,2026-01-18,Closed
1669,297011,High Value Withdrawal,73,2024-11-07,Resolved
1670,224701,High Value Withdrawal,65,2024-12-07,Closed
1671,170348,Suspicious Transfer,84,2025-08-05,Resolved
1672,164295,Suspicious Transfer,93,2024-12-13,Under Investigation
1673,191298,Fake Merchant,71,2026-06-02,Closed
1674,193176,Fake Merchant,61,2024-07-31,Resolved
1675,20905,High Value Withdrawal,93,2024-08-05,Closed
1676,182775,High Value Withdrawal,72,2026-06-22,Open
1677,172737,Phishing,93,2024-09-19,Resolved
1678,50489,Suspicious Transfer,71,2025-06-05,Open
1679,30924,Account Takeover,86,2026-03-19,Closed
1680,165603,Account Takeover,69,2025-02-01,Open
1681,173448,Suspicious Transfer,79,2025-11-27,Open
1682,276182,Card Skimming,89,2025-12-20,Under Investigation
1683,199451,High Value Withdrawal,83,2026-05-16,Resolved
1684,306143,Phishing,64,2024-12-11,Closed
1685,245044,Money Laundering,76,2026-06-23,Open
1686,434193,Money Laundering,67,2026-05-29,Closed
1687,423717,Phishing,71,2024-11-19,Resolved
1688,206709,Duplicate Transaction,84,2024-08-25,Open
1689,242641,Account Takeover,96,2026-01-24,Open
1690,475390,International Fraud,81,2025-07-31,Resolved
1691,66735,Account Takeover,90,2025-01-27,Under Investigation
1692,4167,Duplicate Transaction,86,2025-01-31,Closed
1693,348731,Identity Theft,88,2025-12-06,Closed
1694,372878,Fake Merchant,76,2024-12-03,Under Investigation
1695,31717,High Value Withdrawal,70,2024-08-12,Resolved
1696,436354,Card Skimming,81,2025-02-13,Closed
1697,81521,Money Laundering,78,2026-02-17,Closed
1698,33298,Account Takeover,65,2025-11-21,Resolved
1699,219048,International Fraud,100,2024-12-09,Open
1700,50580,Money Laundering,61,2024-09-29,Under Investigation
1701,486170,Account Takeover,74,2025-11-20,Closed
1702,45638,High Value Withdrawal,64,2026-04-03,Open
1703,21266,International Fraud,87,2025-06-22,Closed
1704,230760,International Fraud,86,2024-07-09,Open
1705,85579,Identity Theft,72,2025-11-26,Resolved
1706,313127,Money Laundering,100,2025-10-22,Closed
1707,429543,Account Takeover,92,2025-05-12,Closed
1708,215968,Identity Theft,99,2025-07-11,Resolved
1709,406762,Suspicious Transfer,70,2024-07-20,Resolved
1710,225927,International Fraud,95,2025-08-09,Closed
1711,61036,Card Skimming,93,2025-02-22,Closed
1712,254241,Card Skimming,67,2026-04-21,Resolved
1713,281595,Identity Theft,66,2025-01-16,Under Investigation
1714,157112,Account Takeover,81,2025-03-24,Under Investigation
1715,240237,Money Laundering,91,2025-12-25,Open
1716,366766,Identity Theft,80,2024-08-06,Closed
1717,370662,Suspicious Transfer,79,2025-05-24,Resolved
1718,456688,International Fraud,96,2026-02-20,Under Investigation
1719,167585,Duplicate Transaction,81,2025-06-03,Open
1720,266976,International Fraud,77,2024-10-14,Closed
1721,36913,High Value Withdrawal,85,2025-06-29,Open
1722,395531,Money Laundering,100,2025-03-15,Open
1723,20366,Duplicate Transaction,89,2025-02-15,Resolved
1724,180675,Card Skimming,90,2026-01-03,Closed
1725,373563,Fake Merchant,73,2025-01-30,Under Investigation
1726,189286,Phishing,100,2025-09-10,Resolved
1727,71383,High Value Withdrawal,85,2025-04-15,Open
1728,141988,Fake Merchant,84,2024-07-26,Resolved
1729,47108,Card Skimming,62,2025-10-30,Under Investigation
1730,497594,Fake Merchant,96,2025-02-07,Open
1731,75602,Fake Merchant,65,2025-12-01,Resolved
1732,164748,High Value Withdrawal,87,2025-02-18,Open
1733,459072,Suspicious Transfer,95,2025-04-23,Closed
1734,266909,Identity Theft,74,2025-11-15,Open
1735,290853,Fake Merchant,92,2026-04-14,Open
1736,9310,Duplicate Transaction,73,2025-08-03,Resolved
1737,264673,High Value Withdrawal,95,2026-04-24,Resolved
1738,156049,Identity Theft,62,2025-06-21,Resolved
1739,270258,Suspicious Transfer,82,2026-06-06,Under Investigation
1740,90471,Duplicate Transaction,81,2024-07-12,Open
1741,114897,Fake Merchant,92,2024-11-18,Open
1742,261253,Identity Theft,74,2025-06-08,Open
1743,110251,Account Takeover,62,2025-04-07,Under Investigation
1744,69642,High Value Withdrawal,80,2025-06-25,Resolved
1745,310890,Fake Merchant,92,2025-02-20,Open
1746,104197,Account Takeover,93,2024-10-20,Closed
1747,311463,Card Skimming,64,2025-06-08,Under Investigation
1748,125035,Identity Theft,70,2025-09-12,Resolved
1749,91583,Phishing,91,2024-09-29,Under Investigation
1750,255358,Identity Theft,69,2024-10-21,Closed
1751,342171,Phishing,98,2026-02-20,Under Investigation
1752,123381,Duplicate Transaction,62,2025-04-25,Closed
1753,249588,High Value Withdrawal,87,2025-02-12,Closed
1754,198879,International Fraud,77,2024-10-08,Open
1755,493973,Account Takeover,72,2025-01-13,Under Investigation
1756,370141,Money Laundering,86,2025-04-06,Under Investigation
1757,369852,Phishing,95,2025-09-13,Resolved
1758,367855,Card Skimming,80,2024-09-08,Open
1759,190821,Fake Merchant,95,2024-10-12,Resolved
1760,472687,Account Takeover,93,2025-09-14,Closed
1761,453536,Phishing,90,2024-07-26,Closed
1762,76950,Card Skimming,95,2025-10-10,Open
1763,442711,Phishing,100,2024-10-18,Open
1764,496674,Phishing,100,2025-12-27,Resolved
1765,369728,Money Laundering,64,2025-02-26,Closed
1766,274725,Fake Merchant,75,2026-01-26,Closed
1767,100513,Suspicious Transfer,79,2024-09-29,Open
1768,109801,Identity Theft,64,2025-06-02,Closed
1769,150916,International Fraud,83,2025-05-12,Closed
1770,137704,High Value Withdrawal,71,2024-12-01,Closed
1771,298897,Suspicious Transfer,72,2026-01-25,Resolved
1772,436846,Account Takeover,98,2025-06-05,Resolved
1773,364042,Suspicious Transfer,98,2025-01-02,Open
1774,495698,Account Takeover,80,2024-07-29,Open
1775,374750,Identity Theft,89,2024-11-26,Closed
1776,352560,Duplicate Transaction,97,2025-01-17,Resolved
1777,200575,Duplicate Transaction,91,2026-06-21,Open
1778,31093,Identity Theft,68,2025-11-12,Closed
1779,420095,Identity Theft,60,2024-09-30,Resolved
1780,144573,Card Skimming,76,2024-09-24,Closed
1781,396973,Card Skimming,80,2025-03-04,Open
1782,149837,Money Laundering,77,2025-09-24,Under Investigation
1783,167036,Duplicate Transaction,90,2025-07-09,Open
1784,124665,Suspicious Transfer,90,2026-02-19,Under Investigation
1785,53337,Duplicate Transaction,99,2026-04-27,Closed
1786,398033,Card Skimming,60,2025-07-26,Under Investigation
1787,129563,Duplicate Transaction,63,2026-05-29,Under Investigation
1788,131073,Fake Merchant,89,2025-02-07,Under Investigation
1789,114121,Account Takeover,92,2024-09-10,Resolved
1790,419408,Suspicious Transfer,89,2025-09-16,Open
1791,411065,Phishing,95,2025-10-24,Resolved
1792,492237,High Value Withdrawal,92,2024-09-20,Closed
1793,150799,Phishing,89,2025-01-23,Closed
1794,447582,Account Takeover,78,2025-02-02,Open
1795,389184,Account Takeover,75,2026-01-29,Resolved
1796,310441,Account Takeover,78,2025-12-18,Closed
1797,145959,High Value Withdrawal,73,2025-08-24,Open
1798,481271,International Fraud,98,2025-02-18,Resolved
1799,291621,International Fraud,65,2024-09-12,Resolved
